<<<<<<< HEAD
Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Glazing_Area,Avg_Temperature
0.9,563.5,318.5,122.5,7.0,0.25,34.69
0.86,588.0,294.0,147.0,7.0,0.25,31.355
0.86,588.0,294.0,147.0,7.0,0.25,28.880000000000006
0.86,588.0,294.0,147.0,7.0,0.25,29.585
0.86,588.0,294.0,147.0,7.0,0.25,31.46
0.82,612.5,318.5,147.0,7.0,0.25,27.005
0.82,612.5,318.5,147.0,7.0,0.25,26.47
0.82,612.5,318.5,147.0,7.0,0.25,26.05
0.82,612.5,318.5,147.0,7.0,0.25,27.41
0.79,637.0,343.0,147.0,7.0,0.25,41.215
0.79,637.0,343.0,147.0,7.0,0.25,38.8
0.79,637.0,343.0,147.0,7.0,0.25,38.37000000000001
0.79,637.0,343.0,147.0,7.0,0.25,42.475
0.76,661.5,416.5,122.5,7.0,0.25,36.91
0.76,661.5,416.5,122.5,7.0,0.25,36.815
0.76,661.5,416.5,122.5,7.0,0.25,37.07
0.76,661.5,416.5,122.5,7.0,0.25,36.63
0.74,686.0,245.0,220.5,3.5,0.25,13.54
0.74,686.0,245.0,220.5,3.5,0.25,13.775
0.74,686.0,245.0,220.5,3.5,0.25,13.67
0.74,686.0,245.0,220.5,3.5,0.25,13.87
0.71,710.5,269.5,220.5,3.5,0.25,13.62
0.71,710.5,269.5,220.5,3.5,0.25,13.845
0.71,710.5,269.5,220.5,3.5,0.25,13.57
0.71,710.5,269.5,220.5,3.5,0.25,13.905
0.69,735.0,294.0,220.5,3.5,0.25,14.185
0.69,735.0,294.0,220.5,3.5,0.25,14.36
0.69,735.0,294.0,220.5,3.5,0.25,14.195
0.69,735.0,294.0,220.5,3.5,0.25,14.47
0.66,759.5,318.5,220.5,3.5,0.25,14.47
0.66,759.5,318.5,220.5,3.5,0.25,14.39
0.66,759.5,318.5,220.5,3.5,0.25,14.495
0.66,759.5,318.5,220.5,3.5,0.25,14.435
0.64,784.0,343.0,220.5,3.5,0.25,18.805
0.64,784.0,343.0,220.5,3.5,0.25,18.7
0.64,784.0,343.0,220.5,3.5,0.25,18.75
0.64,784.0,343.0,220.5,3.5,0.25,18.77
0.62,808.5,367.5,220.5,3.5,0.25,14.83
0.62,808.5,367.5,220.5,3.5,0.25,15.15
0.62,808.5,367.5,220.5,3.5,0.25,14.87
0.62,808.5,367.5,220.5,3.5,0.25,14.95
0.98,514.5,294.0,110.25,7.0,0.25,29.05
0.98,514.5,294.0,110.25,7.0,0.25,29.17
0.98,514.5,294.0,110.25,7.0,0.25,29.135
0.98,514.5,294.0,110.25,7.0,0.25,29.41
0.9,563.5,318.5,122.5,7.0,0.25,33.99
0.9,563.5,318.5,122.5,7.0,0.25,33.75
0.9,563.5,318.5,122.5,7.0,0.25,32.754999999999995
0.9,563.5,318.5,122.5,7.0,0.25,32.375
0.86,588.0,294.0,147.0,7.0,0.25,30.96
0.86,588.0,294.0,147.0,7.0,0.25,31.165
0.86,588.0,294.0,147.0,7.0,0.25,28.905
0.86,588.0,294.0,147.0,7.0,0.25,29.445
0.82,612.5,318.5,147.0,7.0,0.25,26.735
0.82,612.5,318.5,147.0,7.0,0.25,26.62
0.82,612.5,318.5,147.0,7.0,0.25,26.16
0.82,612.5,318.5,147.0,7.0,0.25,25.79
0.79,637.0,343.0,147.0,7.0,0.25,42.085
0.79,637.0,343.0,147.0,7.0,0.25,41.005
0.79,637.0,343.0,147.0,7.0,0.25,38.785
0.79,637.0,343.0,147.0,7.0,0.25,38.35
0.76,661.5,416.5,122.5,7.0,0.25,36.03
0.76,661.5,416.5,122.5,7.0,0.25,36.515
0.76,661.5,416.5,122.5,7.0,0.25,36.46
0.76,661.5,416.5,122.5,7.0,0.25,36.905
0.74,686.0,245.0,220.5,3.5,0.25,13.145
0.74,686.0,245.0,220.5,3.5,0.25,12.91
0.74,686.0,245.0,220.5,3.5,0.25,13.35
0.74,686.0,245.0,220.5,3.5,0.25,13.225
0.71,710.5,269.5,220.5,3.5,0.25,13.665
0.71,710.5,269.5,220.5,3.5,0.25,13.51
0.71,710.5,269.5,220.5,3.5,0.25,13.835
0.71,710.5,269.5,220.5,3.5,0.25,13.565
0.69,735.0,294.0,220.5,3.5,0.25,13.63
0.69,735.0,294.0,220.5,3.5,0.25,13.420000000000002
0.69,735.0,294.0,220.5,3.5,0.25,13.875
0.69,735.0,294.0,220.5,3.5,0.25,13.645
0.66,759.5,318.5,220.5,3.5,0.25,14.25
0.66,759.5,318.5,220.5,3.5,0.25,14.405
0.66,759.5,318.5,220.5,3.5,0.25,14.44
0.66,759.5,318.5,220.5,3.5,0.25,14.55
0.64,784.0,343.0,220.5,3.5,0.25,18.35
0.64,784.0,343.0,220.5,3.5,0.25,18.48
0.64,784.0,343.0,220.5,3.5,0.25,18.56
0.64,784.0,343.0,220.5,3.5,0.25,18.57
0.62,808.5,367.5,220.5,3.5,0.25,14.4
0.62,808.5,367.5,220.5,3.5,0.25,14.65
0.62,808.5,367.5,220.5,3.5,0.25,14.42
0.62,808.5,367.5,220.5,3.5,0.25,14.17
0.98,514.5,294.0,110.25,7.0,0.25,29.155
0.98,514.5,294.0,110.25,7.0,0.25,29.07
0.98,514.5,294.0,110.25,7.0,0.25,29.17
0.98,514.5,294.0,110.25,7.0,0.25,29.37
0.9,563.5,318.5,122.5,7.0,0.25,32.395
0.9,563.5,318.5,122.5,7.0,0.25,34.405
0.9,563.5,318.5,122.5,7.0,0.25,34.114999999999995
0.9,563.5,318.5,122.5,7.0,0.25,33.22
0.86,588.0,294.0,147.0,7.0,0.25,29.46
0.86,588.0,294.0,147.0,7.0,0.25,31.305
0.86,588.0,294.0,147.0,7.0,0.25,31.505
0.86,588.0,294.0,147.0,7.0,0.25,29.095
0.82,612.5,318.5,147.0,7.0,0.25,25.98
0.82,612.5,318.5,147.0,7.0,0.25,27.195
0.82,612.5,318.5,147.0,7.0,0.25,27.095
0.82,612.5,318.5,147.0,7.0,0.25,26.67
0.79,637.0,343.0,147.0,7.0,0.25,38.13
0.79,637.0,343.0,147.0,7.0,0.25,42.16
0.79,637.0,343.0,147.0,7.0,0.25,41.245
0.79,637.0,343.0,147.0,7.0,0.25,38.69
0.76,661.5,416.5,122.5,7.0,0.25,37.075
0.76,661.5,416.5,122.5,7.0,0.25,36.605
0.76,661.5,416.5,122.5,7.0,0.25,36.93
0.76,661.5,416.5,122.5,7.0,0.25,36.885
0.74,686.0,245.0,220.5,3.5,0.25,13.62
0.74,686.0,245.0,220.5,3.5,0.25,13.77
0.74,686.0,245.0,220.5,3.5,0.25,13.605
0.74,686.0,245.0,220.5,3.5,0.25,13.89
0.71,710.5,269.5,220.5,3.5,0.25,13.515
0.71,710.5,269.5,220.5,3.5,0.25,13.79
0.71,710.5,269.5,220.5,3.5,0.25,13.685
0.71,710.5,269.5,220.5,3.5,0.25,13.96
0.69,735.0,294.0,220.5,3.5,0.25,14.14
0.69,735.0,294.0,220.5,3.5,0.25,14.34
0.69,735.0,294.0,220.5,3.5,0.25,14.25
0.69,735.0,294.0,220.5,3.5,0.25,14.495
0.66,759.5,318.5,220.5,3.5,0.25,14.45
0.66,759.5,318.5,220.5,3.5,0.25,14.295
0.66,759.5,318.5,220.5,3.5,0.25,14.515
0.66,759.5,318.5,220.5,3.5,0.25,14.53
0.64,784.0,343.0,220.5,3.5,0.25,18.32
0.64,784.0,343.0,220.5,3.5,0.25,18.225
0.64,784.0,343.0,220.5,3.5,0.25,18.465
0.64,784.0,343.0,220.5,3.5,0.25,18.26
0.62,808.5,367.5,220.5,3.5,0.25,14.87
0.62,808.5,367.5,220.5,3.5,0.25,15.085
0.62,808.5,367.5,220.5,3.5,0.25,14.84
0.62,808.5,367.5,220.5,3.5,0.25,15.015
0.98,514.5,294.0,110.25,7.0,0.25,29.11
0.98,514.5,294.0,110.25,7.0,0.25,29.175
0.98,514.5,294.0,110.25,7.0,0.25,29.075
0.98,514.5,294.0,110.25,7.0,0.25,29.405
0.9,563.5,318.5,122.5,7.0,0.25,32.69
0.9,563.5,318.5,122.5,7.0,0.25,32.155
0.9,563.5,318.5,122.5,7.0,0.25,34.36
0.9,563.5,318.5,122.5,7.0,0.25,34.04
0.86,588.0,294.0,147.0,7.0,0.25,28.865
0.86,588.0,294.0,147.0,7.0,0.25,29.26
0.86,588.0,294.0,147.0,7.0,0.25,31.23
0.86,588.0,294.0,147.0,7.0,0.25,31.43
0.82,612.5,318.5,147.0,7.0,0.25,26.115
0.82,612.5,318.5,147.0,7.0,0.25,25.625
0.82,612.5,318.5,147.0,7.0,0.25,26.955
0.82,612.5,318.5,147.0,7.0,0.25,26.815
0.79,637.0,343.0,147.0,7.0,0.25,38.715
0.79,637.0,343.0,147.0,7.0,0.25,38.245
0.79,637.0,343.0,147.0,7.0,0.25,42.145
0.79,637.0,343.0,147.0,7.0,0.25,41.19
0.76,661.5,416.5,122.5,7.0,0.25,36.31
0.76,661.5,416.5,122.5,7.0,0.25,36.825
0.76,661.5,416.5,122.5,7.0,0.25,35.895
0.76,661.5,416.5,122.5,7.0,0.25,36.425
0.74,686.0,245.0,220.5,3.5,0.25,13.3
0.74,686.0,245.0,220.5,3.5,0.25,13.125
0.74,686.0,245.0,220.5,3.5,0.25,13.225
0.74,686.0,245.0,220.5,3.5,0.25,13.025
0.71,710.5,269.5,220.5,3.5,0.25,13.77
0.71,710.5,269.5,220.5,3.5,0.25,13.45
0.71,710.5,269.5,220.5,3.5,0.25,13.74
0.71,710.5,269.5,220.5,3.5,0.25,13.62
0.69,735.0,294.0,220.5,3.5,0.25,13.805
0.69,735.0,294.0,220.5,3.5,0.25,13.545
0.69,735.0,294.0,220.5,3.5,0.25,13.7
0.69,735.0,294.0,220.5,3.5,0.25,13.535
0.66,759.5,318.5,220.5,3.5,0.25,14.38
0.66,759.5,318.5,220.5,3.5,0.25,14.425
0.66,759.5,318.5,220.5,3.5,0.25,14.29
0.66,759.5,318.5,220.5,3.5,0.25,14.54
0.64,784.0,343.0,220.5,3.5,0.25,18.43
0.64,784.0,343.0,220.5,3.5,0.25,18.435
0.64,784.0,343.0,220.5,3.5,0.25,18.475
0.64,784.0,343.0,220.5,3.5,0.25,18.605
0.62,808.5,367.5,220.5,3.5,0.25,14.435
0.62,808.5,367.5,220.5,3.5,0.25,14.3
0.62,808.5,367.5,220.5,3.5,0.25,14.385
0.62,808.5,367.5,220.5,3.5,0.25,14.305
0.98,514.5,294.0,110.25,7.0,0.4,32.815
0.98,514.5,294.0,110.25,7.0,0.4,32.8
0.98,514.5,294.0,110.25,7.0,0.4,32.66
0.98,514.5,294.0,110.25,7.0,0.4,32.785
0.9,563.5,318.5,122.5,7.0,0.4,37.875
0.9,563.5,318.5,122.5,7.0,0.4,36.81
0.9,563.5,318.5,122.5,7.0,0.4,36.29
0.9,563.5,318.5,122.5,7.0,0.4,38.475
0.86,588.0,294.0,147.0,7.0,0.4,33.94
0.86,588.0,294.0,147.0,7.0,0.4,31.525
0.86,588.0,294.0,147.0,7.0,0.4,31.895000000000003
0.86,588.0,294.0,147.0,7.0,0.4,34.01
0.82,612.5,318.5,147.0,7.0,0.4,30.465
0.82,612.5,318.5,147.0,7.0,0.4,29.52
0.82,612.5,318.5,147.0,7.0,0.4,29.26
0.82,612.5,318.5,147.0,7.0,0.4,31.095
0.79,637.0,343.0,147.0,7.0,0.4,43.345
0.79,637.0,343.0,147.0,7.0,0.4,40.845
0.79,637.0,343.0,147.0,7.0,0.4,40.425
0.79,637.0,343.0,147.0,7.0,0.4,44.305
0.76,661.5,416.5,122.5,7.0,0.4,40.165
0.76,661.5,416.5,122.5,7.0,0.4,40.41
0.76,661.5,416.5,122.5,7.0,0.4,40.67
0.76,661.5,416.5,122.5,7.0,0.4,39.955
0.74,686.0,245.0,220.5,3.5,0.4,15.73
0.74,686.0,245.0,220.5,3.5,0.4,15.93
0.74,686.0,245.0,220.5,3.5,0.4,15.765
0.74,686.0,245.0,220.5,3.5,0.4,15.9
0.71,710.5,269.5,220.5,3.5,0.4,15.805
0.71,710.5,269.5,220.5,3.5,0.4,16.055
0.71,710.5,269.5,220.5,3.5,0.4,15.81
0.71,710.5,269.5,220.5,3.5,0.4,16.025
0.69,735.0,294.0,220.5,3.5,0.4,15.505
0.69,735.0,294.0,220.5,3.5,0.4,15.85
0.69,735.0,294.0,220.5,3.5,0.4,15.645
0.69,735.0,294.0,220.5,3.5,0.4,15.81
0.66,759.5,318.5,220.5,3.5,0.4,16.685000000000002
0.66,759.5,318.5,220.5,3.5,0.4,16.630000000000006
0.66,759.5,318.5,220.5,3.5,0.4,16.685000000000002
0.66,759.5,318.5,220.5,3.5,0.4,16.59
0.64,784.0,343.0,220.5,3.5,0.4,21.12
0.64,784.0,343.0,220.5,3.5,0.4,21.045
0.64,784.0,343.0,220.5,3.5,0.4,21.1
0.64,784.0,343.0,220.5,3.5,0.4,20.975
0.62,808.5,367.5,220.5,3.5,0.4,16.145
0.62,808.5,367.5,220.5,3.5,0.4,17.19
0.62,808.5,367.5,220.5,3.5,0.4,17.145
0.62,808.5,367.5,220.5,3.5,0.4,17.17
0.98,514.5,294.0,110.25,7.0,0.4,32.89
0.98,514.5,294.0,110.25,7.0,0.4,32.92
0.98,514.5,294.0,110.25,7.0,0.4,33.09
0.98,514.5,294.0,110.25,7.0,0.4,33.25
0.9,563.5,318.5,122.5,7.0,0.4,37.095
0.9,563.5,318.5,122.5,7.0,0.4,35.98000000000001
0.9,563.5,318.5,122.5,7.0,0.4,35.5
0.9,563.5,318.5,122.5,7.0,0.4,38.175
0.86,588.0,294.0,147.0,7.0,0.4,33.98
0.86,588.0,294.0,147.0,7.0,0.4,31.635
0.86,588.0,294.0,147.0,7.0,0.4,32.205
0.86,588.0,294.0,147.0,7.0,0.4,34.25
0.82,612.5,318.5,147.0,7.0,0.4,29.645
0.82,612.5,318.5,147.0,7.0,0.4,28.71
0.82,612.5,318.5,147.0,7.0,0.4,28.795
0.82,612.5,318.5,147.0,7.0,0.4,30.465000000000003
0.79,637.0,343.0,147.0,7.0,0.4,43.615
0.79,637.0,343.0,147.0,7.0,0.4,41.255
0.79,637.0,343.0,147.0,7.0,0.4,40.790000000000006
0.79,637.0,343.0,147.0,7.0,0.4,44.975
0.76,661.5,416.5,122.5,7.0,0.4,40.13
0.76,661.5,416.5,122.5,7.0,0.4,40.275
0.76,661.5,416.5,122.5,7.0,0.4,40.52
0.76,661.5,416.5,122.5,7.0,0.4,40.06
0.74,686.0,245.0,220.5,3.5,0.4,15.485
0.74,686.0,245.0,220.5,3.5,0.4,15.69
0.74,686.0,245.0,220.5,3.5,0.4,15.585
0.74,686.0,245.0,220.5,3.5,0.4,15.765
0.71,710.5,269.5,220.5,3.5,0.4,15.735
0.71,710.5,269.5,220.5,3.5,0.4,16.015
0.71,710.5,269.5,220.5,3.5,0.4,15.835
0.71,710.5,269.5,220.5,3.5,0.4,16.11
0.69,735.0,294.0,220.5,3.5,0.4,15.595
0.69,735.0,294.0,220.5,3.5,0.4,15.86
0.69,735.0,294.0,220.5,3.5,0.4,15.78
0.69,735.0,294.0,220.5,3.5,0.4,15.919999999999998
0.66,759.5,318.5,220.5,3.5,0.4,16.595
0.66,759.5,318.5,220.5,3.5,0.4,16.59
0.66,759.5,318.5,220.5,3.5,0.4,16.725
0.66,759.5,318.5,220.5,3.5,0.4,16.725
0.64,784.0,343.0,220.5,3.5,0.4,20.46
0.64,784.0,343.0,220.5,3.5,0.4,20.475
0.64,784.0,343.0,220.5,3.5,0.4,20.495
0.64,784.0,343.0,220.5,3.5,0.4,20.525
0.62,808.5,367.5,220.5,3.5,0.4,17.060000000000002
0.62,808.5,367.5,220.5,3.5,0.4,17.305
0.62,808.5,367.5,220.5,3.5,0.4,17.060000000000002
0.62,808.5,367.5,220.5,3.5,0.4,17.07
0.98,514.5,294.0,110.25,7.0,0.4,32.8
0.98,514.5,294.0,110.25,7.0,0.4,32.965
0.98,514.5,294.0,110.25,7.0,0.4,33.045
0.98,514.5,294.0,110.25,7.0,0.4,33.375
0.9,563.5,318.5,122.5,7.0,0.4,35.75
0.9,563.5,318.5,122.5,7.0,0.4,34.995000000000005
0.9,563.5,318.5,122.5,7.0,0.4,34.435
0.9,563.5,318.5,122.5,7.0,0.4,33.8
0.86,588.0,294.0,147.0,7.0,0.4,33.25
0.86,588.0,294.0,147.0,7.0,0.4,33.41
0.86,588.0,294.0,147.0,7.0,0.4,31.08
0.86,588.0,294.0,147.0,7.0,0.4,31.72
0.82,612.5,318.5,147.0,7.0,0.4,30.55
0.82,612.5,318.5,147.0,7.0,0.4,30.16
0.82,612.5,318.5,147.0,7.0,0.4,29.62
0.82,612.5,318.5,147.0,7.0,0.4,29.275
0.79,637.0,343.0,147.0,7.0,0.4,43.85
0.79,637.0,343.0,147.0,7.0,0.4,42.74
0.79,637.0,343.0,147.0,7.0,0.4,40.65000000000001
0.79,637.0,343.0,147.0,7.0,0.4,40.155
0.76,661.5,416.5,122.5,7.0,0.4,38.74500000000001
0.76,661.5,416.5,122.5,7.0,0.4,39.16
0.76,661.5,416.5,122.5,7.0,0.4,39.275
0.76,661.5,416.5,122.5,7.0,0.4,39.89
0.74,686.0,245.0,220.5,3.5,0.4,15.025
0.74,686.0,245.0,220.5,3.5,0.4,14.805
0.74,686.0,245.0,220.5,3.5,0.4,15.335
0.74,686.0,245.0,220.5,3.5,0.4,15.19
0.71,710.5,269.5,220.5,3.5,0.4,15.09
0.71,710.5,269.5,220.5,3.5,0.4,14.75
0.71,710.5,269.5,220.5,3.5,0.4,15.32
0.71,710.5,269.5,220.5,3.5,0.4,14.98
0.69,735.0,294.0,220.5,3.5,0.4,15.335
0.69,735.0,294.0,220.5,3.5,0.4,15.2
0.69,735.0,294.0,220.5,3.5,0.4,15.66
0.69,735.0,294.0,220.5,3.5,0.4,15.55
0.66,759.5,318.5,220.5,3.5,0.4,16.1
0.66,759.5,318.5,220.5,3.5,0.4,16.405
0.66,759.5,318.5,220.5,3.5,0.4,16.41
0.66,759.5,318.5,220.5,3.5,0.4,16.56
0.64,784.0,343.0,220.5,3.5,0.4,19.630000000000006
0.64,784.0,343.0,220.5,3.5,0.4,19.715
0.64,784.0,343.0,220.5,3.5,0.4,20.01
0.64,784.0,343.0,220.5,3.5,0.4,19.995
0.62,808.5,367.5,220.5,3.5,0.4,16.685
0.62,808.5,367.5,220.5,3.5,0.4,16.745
0.62,808.5,367.5,220.5,3.5,0.4,16.555
0.62,808.5,367.5,220.5,3.5,0.4,16.369999999999994
0.98,514.5,294.0,110.25,7.0,0.4,32.90000000000001
0.98,514.5,294.0,110.25,7.0,0.4,32.865
0.98,514.5,294.0,110.25,7.0,0.4,33.08
0.98,514.5,294.0,110.25,7.0,0.4,33.31
0.9,563.5,318.5,122.5,7.0,0.4,35.215
0.9,563.5,318.5,122.5,7.0,0.4,37.825
0.9,563.5,318.5,122.5,7.0,0.4,37.31
0.9,563.5,318.5,122.5,7.0,0.4,36.335
0.86,588.0,294.0,147.0,7.0,0.4,31.955
0.86,588.0,294.0,147.0,7.0,0.4,33.93
0.86,588.0,294.0,147.0,7.0,0.4,34.18
0.86,588.0,294.0,147.0,7.0,0.4,31.875
0.82,612.5,318.5,147.0,7.0,0.4,28.565
0.82,612.5,318.5,147.0,7.0,0.4,30.200000000000006
0.82,612.5,318.5,147.0,7.0,0.4,29.89
0.82,612.5,318.5,147.0,7.0,0.4,28.975
0.79,637.0,343.0,147.0,7.0,0.4,40.55
0.79,637.0,343.0,147.0,7.0,0.4,44.66
0.79,637.0,343.0,147.0,7.0,0.4,43.775
0.79,637.0,343.0,147.0,7.0,0.4,41.26000000000001
0.76,661.5,416.5,122.5,7.0,0.4,40.52
0.76,661.5,416.5,122.5,7.0,0.4,40.035
0.76,661.5,416.5,122.5,7.0,0.4,40.225
0.76,661.5,416.5,122.5,7.0,0.4,40.44
0.74,686.0,245.0,220.5,3.5,0.4,15.489999999999998
0.74,686.0,245.0,220.5,3.5,0.4,15.61
0.74,686.0,245.0,220.5,3.5,0.4,15.61
0.74,686.0,245.0,220.5,3.5,0.4,15.88
0.71,710.5,269.5,220.5,3.5,0.4,15.725
0.71,710.5,269.5,220.5,3.5,0.4,15.95
0.71,710.5,269.5,220.5,3.5,0.4,15.85
0.71,710.5,269.5,220.5,3.5,0.4,16.2
0.69,735.0,294.0,220.5,3.5,0.4,15.675
0.69,735.0,294.0,220.5,3.5,0.4,15.75
0.69,735.0,294.0,220.5,3.5,0.4,15.715
0.69,735.0,294.0,220.5,3.5,0.4,16.05
0.66,759.5,318.5,220.5,3.5,0.4,16.6
0.66,759.5,318.5,220.5,3.5,0.4,16.555
0.66,759.5,318.5,220.5,3.5,0.4,16.725
0.66,759.5,318.5,220.5,3.5,0.4,16.77
0.64,784.0,343.0,220.5,3.5,0.4,20.37
0.64,784.0,343.0,220.5,3.5,0.4,20.335
0.64,784.0,343.0,220.5,3.5,0.4,20.625
0.64,784.0,343.0,220.5,3.5,0.4,20.665
0.62,808.5,367.5,220.5,3.5,0.4,16.770000000000003
0.62,808.5,367.5,220.5,3.5,0.4,16.845
0.62,808.5,367.5,220.5,3.5,0.4,16.759999999999998
0.62,808.5,367.5,220.5,3.5,0.4,16.78
0.98,514.5,294.0,110.25,7.0,0.4,32.86
0.98,514.5,294.0,110.25,7.0,0.4,32.974999999999994
0.98,514.5,294.0,110.25,7.0,0.4,32.985
0.98,514.5,294.0,110.25,7.0,0.4,33.37
0.9,563.5,318.5,122.5,7.0,0.4,34.805
0.9,563.5,318.5,122.5,7.0,0.4,34.075
0.9,563.5,318.5,122.5,7.0,0.4,36.755
0.9,563.5,318.5,122.5,7.0,0.4,36.255
0.86,588.0,294.0,147.0,7.0,0.4,31.0
0.86,588.0,294.0,147.0,7.0,0.4,31.505
0.86,588.0,294.0,147.0,7.0,0.4,33.69
0.86,588.0,294.0,147.0,7.0,0.4,33.885000000000005
0.82,612.5,318.5,147.0,7.0,0.4,29.965
0.82,612.5,318.5,147.0,7.0,0.4,29.53
0.82,612.5,318.5,147.0,7.0,0.4,31.450000000000006
0.82,612.5,318.5,147.0,7.0,0.4,31.23
0.79,637.0,343.0,147.0,7.0,0.4,40.335
0.79,637.0,343.0,147.0,7.0,0.4,39.83
0.79,637.0,343.0,147.0,7.0,0.4,44.05
0.79,637.0,343.0,147.0,7.0,0.4,42.83
0.76,661.5,416.5,122.5,7.0,0.4,39.095
0.76,661.5,416.5,122.5,7.0,0.4,39.76
0.76,661.5,416.5,122.5,7.0,0.4,38.55
0.76,661.5,416.5,122.5,7.0,0.4,39.02
0.74,686.0,245.0,220.5,3.5,0.4,15.55
0.74,686.0,245.0,220.5,3.5,0.4,15.405
0.74,686.0,245.0,220.5,3.5,0.4,15.555
0.74,686.0,245.0,220.5,3.5,0.4,15.545
0.71,710.5,269.5,220.5,3.5,0.4,14.01
0.71,710.5,269.5,220.5,3.5,0.4,13.605
0.71,710.5,269.5,220.5,3.5,0.4,14.045
0.71,710.5,269.5,220.5,3.5,0.4,13.865
0.69,735.0,294.0,220.5,3.5,0.4,15.375
0.69,735.0,294.0,220.5,3.5,0.4,15.075
0.69,735.0,294.0,220.5,3.5,0.4,15.454999999999998
0.69,735.0,294.0,220.5,3.5,0.4,15.475
0.66,759.5,318.5,220.5,3.5,0.4,16.3
0.66,759.5,318.5,220.5,3.5,0.4,16.355
0.66,759.5,318.5,220.5,3.5,0.4,16.235
0.66,759.5,318.5,220.5,3.5,0.4,16.61
0.64,784.0,343.0,220.5,3.5,0.4,19.255000000000006
0.64,784.0,343.0,220.5,3.5,0.4,19.200000000000006
0.64,784.0,343.0,220.5,3.5,0.4,19.435
0.64,784.0,343.0,220.5,3.5,0.4,19.64
0.62,808.5,367.5,220.5,3.5,0.4,16.71
0.62,808.5,367.5,220.5,3.5,0.4,16.775
0.62,808.5,367.5,220.5,3.5,0.4,16.545
0.62,808.5,367.5,220.5,3.5,0.4,16.335
>>>>>>> 4b92df6eb5a78bc9106ec8eb6ff0eb2b1f3c516a
